UserID,ProductID,Rating,Timestamp
1,2,2,2022-10-18 23:38:41
1,35,5,2022-11-22 04:17:30
2,21,4,2022-06-27 03:57:51
2,28,3,2022-07-01 21:05:09
2,31,2,2022-05-21 23:40:43
2,9,1,2022-04-13 20:28:59
2,12,4,2022-12-08 21:40:20
2,18,2,2022-12-21 08:59:07
2,16,4,2022-05-26 23:19:40
2,25,1,2022-01-02 17:33:52
2,26,4,2022-02-06 11:33:51
2,35,1,2022-01-18 10:28:20
3,19,2,2022-07-28 06:22:09
3,22,3,2022-08-09 02:19:35
3,21,4,2022-03-11 03:00:55
3,17,3,2022-07-11 23:42:12
4,24,4,2022-02-21 04:30:50
4,3,2,2022-03-24 05:26:01
4,23,2,2022-08-11 10:03:40
4,13,4,2022-08-14 12:49:45
4,17,1,2022-06-14 19:45:53
4,21,3,2022-10-22 23:54:02
4,32,1,2022-06-02 06:57:32
5,29,3,2022-02-16 21:45:38
5,8,4,2022-07-15 22:54:15
5,21,5,2022-12-07 10:55:50
5,38,1,2022-02-21 23:11:38
5,34,4,2022-04-19 23:20:54
5,35,2,2022-01-09 22:34:43
5,7,5,2022-07-28 14:08:47
5,27,2,2022-11-19 06:49:30
5,18,1,2022-06-13 22:18:37
6,10,2,2022-04-26 01:02:51
6,9,3,2022-11-01 00:19:21
6,20,5,2022-03-12 10:17:44
6,16,5,2022-02-20 02:55:50
7,18,1,2022-11-06 07:16:44
7,7,5,2022-12-23 22:50:02
7,27,1,2022-10-24 12:08:00
7,31,4,2022-12-07 12:16:50
7,9,2,2022-02-22 07:26:34
7,10,1,2022-12-02 09:43:25
7,8,4,2022-09-25 11:22:58
8,19,1,2022-08-04 06:06:47
8,3,1,2022-02-25 06:04:55
8,22,1,2022-01-09 14:51:11
8,20,4,2022-06-25 03:09:42
8,39,3,2022-10-25 09:15:25
9,32,3,2022-12-03 03:36:34
9,26,2,2022-06-25 15:31:56
9,1,5,2022-01-11 03:59:06
9,8,1,2022-11-12 06:22:01
9,35,1,2022-01-23 20:30:17
10,24,4,2022-11-23 09:32:31
10,33,1,2022-06-20 04:52:28
10,19,1,2022-01-12 10:18:50
10,12,5,2022-09-23 05:11:27
10,3,4,2022-07-21 10:08:24
11,37,1,2022-05-12 05:14:53
11,25,2,2022-02-14 14:07:21
11,1,2,2022-06-05 15:31:14
11,33,2,2022-10-19 05:54:59
11,15,3,2022-01-24 17:58:02
11,6,5,2022-02-27 05:08:59
11,39,5,2022-09-10 12:49:33
11,20,4,2022-12-12 09:15:38
11,14,2,2022-08-28 11:57:01
12,1,2,2022-08-18 22:48:14
12,38,4,2022-07-15 07:56:59
12,24,2,2022-10-19 23:54:28
12,8,2,2022-10-07 09:11:09
12,18,1,2022-07-12 20:22:33
13,20,5,2022-01-09 14:55:36
13,37,2,2022-05-04 12:27:52
13,4,2,2022-08-08 01:20:03
13,1,4,2022-05-18 09:55:29
13,32,1,2022-01-20 07:52:14
14,33,1,2022-12-27 23:44:54
14,36,4,2022-11-01 14:50:15
14,28,5,2022-04-22 04:12:58
14,3,1,2022-12-17 16:24:49
14,38,2,2022-12-11 16:51:51
14,31,1,2022-08-12 03:09:22
15,10,2,2022-07-25 02:09:20
15,8,2,2022-08-08 06:27:02
15,7,5,2022-07-09 02:14:14
15,21,5,2022-01-02 06:51:48
15,22,5,2022-04-19 09:45:53
15,1,1,2022-07-02 09:49:43
15,31,3,2022-12-11 20:07:36
15,33,1,2022-07-13 13:18:55
15,3,5,2022-01-23 09:53:24
15,25,3,2022-09-01 04:21:46
16,17,4,2022-07-12 12:08:01
16,13,5,2022-09-05 02:10:59
16,25,1,2022-06-27 23:04:58
16,15,3,2022-10-19 05:34:10
16,40,4,2022-09-17 05:57:44
16,35,1,2022-04-13 03:54:38
16,12,2,2022-12-17 23:06:27
16,31,2,2022-04-11 15:51:15
16,5,3,2022-11-28 17:13:25
17,23,4,2022-06-27 05:19:32
17,36,2,2022-08-19 22:18:30
17,14,2,2022-09-04 09:19:34
17,27,5,2022-11-20 12:31:25
17,16,5,2022-12-23 22:25:31
17,21,3,2022-07-27 14:34:15
17,17,2,2022-07-16 05:52:31
17,39,2,2022-11-06 05:22:07
18,27,3,2022-03-13 23:09:32
18,6,5,2022-05-05 08:59:23
18,31,3,2022-04-16 06:16:40
18,9,3,2022-06-14 22:17:41
18,19,4,2022-04-19 04:29:12
18,38,5,2022-09-02 08:58:43
18,8,2,2022-03-14 15:11:08
18,17,5,2022-08-20 15:48:52
18,40,4,2022-05-28 22:52:58
18,32,3,2022-12-27 08:01:00
19,22,1,2022-01-21 13:53:49
19,1,1,2022-11-19 04:03:29
19,19,2,2022-07-16 15:18:17
19,23,4,2022-05-22 11:30:25
19,29,3,2022-01-10 11:29:46
19,33,2,2022-08-28 13:08:02
19,10,5,2022-09-06 04:51:22
19,30,4,2022-03-07 07:44:05
19,4,3,2022-02-11 19:14:31
20,13,1,2022-02-08 09:04:19
20,23,5,2022-11-02 10:32:26
20,27,1,2022-01-03 07:28:58
20,21,2,2022-09-19 18:00:03
20,39,2,2022-08-19 11:03:19
20,32,1,2022-03-15 13:20:23
20,8,2,2022-11-14 15:32:41
20,34,2,2022-08-21 21:11:02
20,14,3,2022-06-21 19:48:19
21,28,3,2022-12-09 20:38:32
22,2,4,2022-12-20 11:00:38
22,19,4,2022-04-11 20:58:29
22,8,5,2022-07-09 17:34:54
22,14,4,2022-11-16 23:39:01
22,18,1,2022-11-22 20:22:00
23,31,5,2022-08-26 21:00:36
23,19,3,2022-01-18 02:47:33
23,21,3,2022-07-01 23:46:19
23,25,3,2022-03-11 07:54:11
23,38,4,2022-04-20 02:50:18
24,4,4,2022-11-23 22:02:50
24,13,2,2022-04-04 17:19:20
24,25,1,2022-06-18 11:15:02
24,28,4,2022-08-03 22:24:24
24,38,1,2022-08-08 06:49:24
24,11,1,2022-06-01 01:23:07
25,34,4,2022-12-17 15:31:04
25,38,4,2022-08-12 23:42:15
25,4,5,2022-04-23 06:59:24
25,25,3,2022-01-25 20:26:38
26,19,5,2022-09-12 23:55:03
26,22,4,2022-02-05 09:12:12
27,23,1,2022-09-21 12:52:48
27,21,3,2022-02-19 17:25:55
27,34,5,2022-07-24 22:40:33
27,8,1,2022-11-19 08:00:36
27,24,2,2022-05-26 16:32:22
27,4,2,2022-11-24 22:45:36
27,7,1,2022-12-19 05:49:41
28,29,4,2022-02-02 00:29:43
28,6,5,2022-06-02 04:44:47
28,31,5,2022-01-17 05:50:05
28,8,4,2022-12-16 18:41:56
28,24,4,2022-01-10 13:22:48
29,37,3,2022-11-16 19:24:09
29,26,1,2022-06-19 16:28:00
30,16,3,2022-10-09 20:40:02
30,2,3,2022-09-09 12:35:24
30,6,5,2022-04-23 03:51:07
30,27,2,2022-07-07 12:11:16
30,9,4,2022-07-11 15:06:36
30,19,2,2022-06-14 03:20:44
31,30,4,2022-04-19 10:05:50
31,6,5,2022-01-17 02:13:16
31,31,1,2022-12-25 09:55:03
31,25,3,2022-11-10 19:41:10
31,38,2,2022-09-03 10:47:20
31,11,3,2022-11-27 21:33:32
31,4,4,2022-08-11 18:50:10
32,13,5,2022-01-18 05:26:52
32,34,2,2022-09-25 04:10:01
32,22,5,2022-05-20 16:17:14
32,8,2,2022-01-26 12:37:16
32,38,5,2022-06-21 14:27:30
32,5,2,2022-11-17 11:52:40
32,16,3,2022-11-09 00:45:49
32,6,1,2022-05-24 14:51:24
33,9,3,2022-02-14 02:46:32
33,38,4,2022-08-11 14:10:26
33,4,4,2022-06-11 07:56:07
33,26,1,2022-09-02 04:08:47
33,12,5,2022-08-01 09:01:17
33,2,4,2022-02-15 06:14:53
33,21,3,2022-05-18 21:53:52
33,18,2,2022-01-23 19:22:57
34,40,1,2022-01-05 02:48:29
34,15,2,2022-06-25 16:36:47
34,32,2,2022-01-08 04:00:28
34,10,2,2022-09-27 10:55:33
35,34,5,2022-03-20 05:48:20
35,22,3,2022-06-10 17:44:39
35,39,5,2022-02-21 02:43:56
35,18,2,2022-03-02 12:58:22
35,33,4,2022-05-11 08:35:06
35,35,2,2022-10-18 06:04:23
36,7,2,2022-04-04 09:34:03
36,22,4,2022-01-15 13:13:59
36,13,4,2022-07-22 14:35:38
36,6,5,2022-03-28 06:30:27
36,10,1,2022-06-27 22:26:36
36,20,4,2022-10-27 00:34:09
36,11,3,2022-12-24 17:29:38
36,29,3,2022-11-10 06:40:49
36,30,5,2022-04-09 13:33:56
37,24,5,2022-10-01 16:25:27
37,26,5,2022-07-24 03:48:42
37,39,4,2022-03-28 05:17:23
37,18,3,2022-04-05 16:14:39
38,36,1,2022-05-15 22:47:24
38,34,4,2022-06-28 07:33:52
38,39,3,2022-06-15 11:15:54
38,19,3,2022-02-24 08:32:02
38,1,2,2022-06-10 05:36:15
38,2,1,2022-05-25 15:15:06
38,40,3,2022-04-19 09:20:14
38,4,1,2022-02-09 23:12:07
38,12,4,2022-08-05 15:56:57
38,7,4,2022-09-08 16:08:31
39,37,4,2022-09-19 12:10:54
39,39,1,2022-01-13 04:51:23
39,27,4,2022-09-27 19:47:42
40,33,3,2022-05-13 01:19:06
41,13,4,2022-07-04 05:31:01
42,1,4,2022-01-15 03:23:58
42,36,5,2022-04-05 20:18:07
42,30,4,2022-10-12 08:26:53
42,9,3,2022-08-25 21:39:24
42,25,4,2022-02-13 18:35:59
43,21,4,2022-07-12 19:29:08
43,14,5,2022-09-17 18:45:19
43,10,1,2022-04-26 02:30:00
44,15,2,2022-10-15 03:00:24
44,37,5,2022-11-23 20:44:54
45,24,5,2022-09-13 06:41:28
46,35,2,2022-08-28 05:12:00
46,21,3,2022-05-14 21:52:17
46,34,4,2022-05-15 11:27:30
46,25,5,2022-05-04 11:11:11
46,36,2,2022-09-23 19:00:51
46,28,3,2022-12-05 16:01:18
46,3,5,2022-01-21 16:20:37
46,29,2,2022-03-21 01:38:28
47,5,5,2022-06-18 19:30:25
47,11,5,2022-06-17 12:21:34
47,32,1,2022-01-20 14:47:37
48,33,3,2022-06-11 15:36:09
48,29,3,2022-09-25 07:53:50
48,34,5,2022-11-12 19:33:07
48,6,3,2022-09-12 02:05:30
48,20,5,2022-02-22 14:57:37
49,12,1,2022-09-21 08:39:39
49,26,5,2022-04-13 18:40:35
49,38,1,2022-11-10 15:43:04
49,35,5,2022-11-06 03:43:53
49,30,5,2022-02-25 02:54:25
49,16,1,2022-01-10 10:24:36
49,24,4,2022-12-07 02:15:54
49,8,1,2022-11-14 08:16:58
49,13,5,2022-04-07 16:15:08
50,2,5,2022-07-08 18:19:19
50,38,5,2022-06-21 12:58:46
50,15,3,2022-04-01 23:40:14
50,16,5,2022-12-28 18:10:22
50,32,2,2022-02-06 03:12:13
50,24,1,2022-05-25 14:52:36
50,10,2,2022-09-10 21:36:11
50,29,2,2022-04-20 05:47:29
50,35,2,2022-12-12 02:35:00
51,2,4,2022-06-14 01:03:25
51,7,5,2022-11-07 05:56:57
51,15,5,2022-09-27 05:48:24
51,33,1,2022-07-13 22:23:26
51,28,5,2022-04-09 21:08:30
51,35,4,2022-04-21 16:11:58
51,22,3,2022-09-02 16:58:10
52,23,2,2022-03-02 15:14:08
52,32,5,2022-05-12 07:09:06
52,22,1,2022-01-15 06:21:51
52,9,2,2022-01-13 07:16:32
52,21,2,2022-04-20 06:15:40
52,14,4,2022-08-19 03:14:12
52,24,2,2022-08-06 22:24:07
52,29,3,2022-11-21 07:07:56
53,8,1,2022-03-27 07:38:51
54,1,5,2022-10-17 20:24:01
54,12,3,2022-10-12 11:58:40
54,39,5,2022-08-27 08:22:52
54,4,2,2022-02-16 13:00:01
54,7,2,2022-01-07 13:41:05
55,8,5,2022-10-22 10:24:40
55,39,1,2022-06-07 10:05:09
55,36,2,2022-08-23 09:13:50
55,7,4,2022-11-25 00:08:20
55,12,1,2022-03-13 14:06:29
55,3,1,2022-05-27 15:45:43
56,3,4,2022-05-23 14:16:48
56,25,2,2022-08-09 09:27:32
57,18,3,2022-10-05 16:04:44
58,4,2,2022-06-12 00:37:37
58,33,5,2022-01-10 14:38:28
59,36,5,2022-01-01 00:20:42
59,34,2,2022-11-23 09:40:06
59,20,2,2022-07-10 04:49:18
60,40,1,2022-01-13 09:01:42
60,32,1,2022-11-19 05:59:44
60,14,1,2022-11-11 08:44:50
60,13,2,2022-02-04 03:23:28
60,20,4,2022-03-16 08:35:08
60,1,1,2022-02-10 13:19:36
60,15,3,2022-07-09 18:50:40
60,24,3,2022-04-06 22:47:10
61,37,1,2022-03-11 18:58:14
61,20,3,2022-03-22 18:23:46
61,30,3,2022-02-18 13:17:23
61,15,2,2022-07-23 12:51:10
61,18,5,2022-04-23 17:24:45
61,32,2,2022-12-16 15:17:58
61,11,1,2022-11-02 22:37:19
61,27,3,2022-09-16 17:09:56
61,4,3,2022-02-07 14:16:04
61,6,2,2022-06-03 06:34:33
62,13,3,2022-11-01 16:46:37
62,29,5,2022-09-22 07:49:03
62,20,5,2022-03-09 19:59:05
62,8,1,2022-10-05 10:30:15
62,5,1,2022-07-08 18:42:24
62,35,3,2022-05-07 07:01:25
62,24,2,2022-12-24 05:56:37
62,39,5,2022-06-04 23:44:38
63,40,3,2022-07-22 12:59:38
63,2,3,2022-01-01 21:59:25
63,8,5,2022-06-11 10:22:12
63,32,1,2022-10-14 07:51:33
63,7,4,2022-10-07 06:49:37
63,33,2,2022-11-04 00:06:30
63,38,1,2022-12-27 18:09:15
63,10,1,2022-04-02 20:04:12
63,27,2,2022-11-10 17:16:21
63,12,2,2022-10-27 00:34:12
64,16,2,2022-11-23 13:34:57
64,25,5,2022-01-01 11:58:05
64,19,2,2022-01-25 22:26:31
64,24,5,2022-05-15 06:10:13
64,1,1,2022-04-01 07:55:15
64,38,3,2022-01-10 13:27:48
65,11,3,2022-12-06 00:55:31
66,7,4,2022-11-23 19:41:15
66,9,4,2022-07-19 08:19:20
66,3,3,2022-10-16 20:25:16
67,29,3,2022-05-13 03:10:13
67,37,3,2022-07-02 18:34:20
67,34,1,2022-10-26 14:56:49
